osm_id,code,fclass,population,name,X,Y
369505229,1003,village,0,ß×âß×?ßƒåß×øßƒÆß×£ß×Â,105.38880880000,11.17071840000
369505343,1003,village,0,Ph. K?âmpa Du,107.43856510000,13.75471240000
400817688,1004,hamlet,0,Leu,107.13775190000,14.30680250000
427635951,1020,island,0,Lopadi,105.84897930000,14.00942280000
433454534,1020,island,0,Don Thorlathy,105.87210200000,13.97741630000
458885352,1001,city,0,ß×ÇßƒÆß×Üß×?ß×äß×ößƒëßƒäß×Öß×ößƒëßƒéß×Å,102.57083010000,13.65939620000
539342693,1004,hamlet,0,ß×ùß×?ß×ÿß×Àß×ößƒÆß×Üß×æßƒÆß×öß×Âß×Ö,103.77770820000,13.41961320000
539342781,1003,village,0,Rumpung,103.66660000000,13.66065320000
539342788,1003,village,0,Kok Thmei,103.67863250000,13.68273040000
539342797,1004,hamlet,0,ß×ùß×?ß×ÿß×Àß×æßƒåß×ûß×?ß×ä,103.74359400000,13.61281690000
539342801,1003,village,0,Kok Snuol,103.74229980000,13.68182880000
539342804,1003,village,0,Andoung Chas,103.75956010000,13.68550570000
539342836,1004,hamlet,0,ß×ùß×?ß×ÿß×Àß×ÅßƒÆß×Üß×ûß×Âßƒåß×äß×Æßƒå,103.77468800000,13.55618800000
539342842,1004,hamlet,0,ß×ùß×?ß×ÿß×Àß×ûß×Âß×Çßƒïß×ƒßƒéßƒÆß×ôß×äß×àß×Âß×ƒßƒï,103.86466760000,13.57904120000
539342855,1004,hamlet,0,ß×ùß×?ß×ÿß×Àß×óß×äßƒÆß×éß×Üß×ÇßƒÆß×Üßƒà,103.83466630000,13.46715750000
560229438,1005,national_capital,2009264,ß×Üß×Âß×çß×Æß×Âß×ôß×©ß×ùßƒÆß×ôßƒåß×ûßƒüß×ë,104.92244260000,11.56827100000
569878691,1003,village,0,ß×øß×øßƒâ,103.97397610000,13.35485700000
582826326,1004,hamlet,0,New Life Community,104.77099600000,11.78145090000
618035307,1003,village,0,Soay Sar,102.81320130000,12.85152970000
662451606,1002,town,0,ß×ƒßƒÆß×Üß×?ß×Çß×ÿß×äßƒÆß×éß×øß×öß×?ß×Üß×©,102.97915670000,13.49408610000
663390211,1001,city,0,ß×ÇßƒÆß×Üß×?ß×äß×ûßƒäß×Æß×Àßƒìß×ƒß×Âß×Åßƒï,103.91782350000,12.53775470000
663850377,1004,hamlet,0,Rovieng,103.55120490000,12.31871890000
670663892,1003,village,0,,106.19030810000,13.99772230000
671151202,1003,village,0,Srae Ampum,107.34005150000,12.54645900000
671151203,1050,locality,0,Bou Sra,107.41795460000,12.56662880000
676777338,1003,village,0,Kaoh Peak,106.90794800000,14.02985240000
678529317,1003,village,0,Chinese Village,106.80106550000,13.96528290000
678866123,1003,village,0,ß×ùß×?ß×ÿß×Àß×óß×ÄßƒÆß×Åß×?ß×äß×½ß×ƒßƒÆß×ƒß×©,104.63183350000,12.24697110000
740548107,1050,locality,0,Aureang Ranger Station,103.53105340000,11.62579310000
740629066,1050,locality,0,Thma Bang Ranger Station,103.43953090000,11.68434050000
741708292,1003,village,0,Oh Saom,103.20882690000,12.08226750000
741747292,1004,hamlet,0,Preo Pee,103.08064110000,12.54133390000
741747580,1003,village,0,Changha Svay,103.09831370000,12.87215600000
799638641,1004,hamlet,0,Ban Hang Khon,105.94831120000,13.93843900000
902928198,1002,town,0,ß×âß×?ßƒåß×£ß×Âßƒåß×äß×àß×Âß×ƒßƒï,104.74004190000,11.82109270000
902986703,1004,hamlet,0,ß×ùß×?ß×ÿß×Àß×æß×ôßƒÆß×øßƒüß×öß×Âß×æß×©,104.84455690000,11.33625900000
903054421,1003,village,0,Kampong Khleang floating village,104.12733230000,13.10580790000
903054425,1003,village,0,Kaoh Chiveang floating village,103.65912530000,13.24050520000
903054430,1003,village,0,Chong Kneas floating village,103.82802030000,13.23404270000
907854556,1003,village,0,ß×âß×?ßƒåß×öß×?ß×ƒß×üßƒÆß×ôß×?ß×Ü,105.32127000000,12.17932480000
907854558,1003,village,0,ß×âß×?ßƒåß×Çßƒåß×ûß×äßƒïß×ÉßƒÆß×ÿ,105.12655370000,12.50040680000
946396772,1004,hamlet,0,DK 27,104.80322010000,11.44562560000
977705634,1003,village,0,Koun Khlong,103.36231720000,12.91872470000
