"uhhid" "weight"
"1" 302008702 2.37295307383041
"2" 303001503 0.196777961320212
"3" 303001706 0.396248748317477
"4" 306006701 1.88140074615865
"5" 306008101 0.993830058516853
"6" 307000701 0.174895406078716
"7" 307004501 0.0850649407836895
"8" 307005701 0.0414657717671012
"9" 308002501 0.125699852379524
"10" 310000402 0.213443623417087
"11" 312002201 0.110164444231277
"12" 313002201 0.398369733686088
"13" 314004201 0.219807570216504
"14" 316007601 0.229696053509356
"15" 318002001 3.74360441086998
"16" 318012803 2.29679777695868
"17" 318012818 1.81555736522849
"18" 318023901 5.15709476107129
"19" 318024801 2.02731539529578
"20" 319011302 1.66406011035623
"21" 320004801 0.26399771932454
"22" 320006101 0.284641868840348
"23" 321000701 8.15267603896641
"24" 321000804 2.1001952021174
"25" 321005004 2.71182307774951
"26" 322001001 3.53206893738325
"27" 322003601 1.95168430799633
"28" 323000101 2.69343566880727
"29" 323016601 1.46807180583587
"30" 324003501 0.779950906257376
"31" 325008301 0.262072100515314
"32" 327006401 1.16025958623615
"33" 328007401 1.99877431061251
"34" 331001002 1.2783383192318
"35" 331005301 0.0971959497110953
"36" 332003601 0.139129539885131
"37" 335003701 0.338494113423911
"38" 336003902 0.677558710401929
"39" 336004801 0.896854410041915
"40" 337003602 3.01501847458499
"41" 337004501 0.607063028526065
"42" 339008601 1.38935350684663
"43" 340000201 0.083084873876146
"44" 340001201 1.0719777987175
"45" 340005701 2.44450375789176
"46" 341001601 0.433790954761856
"47" 342002701 0.340462312676459
"48" 343005901 0.571555415476579
"49" 344001501 0.858789406211344
"50" 348000701 0.0344734193887065
"51" 349004602 0.23339142815799
"52" 349005201 0.0803050222006094
"53" 350004602 1.25546476345156
"54" 355009301 3.57344694925514
"55" 356006201 4.10994442445737
"56" 357002601 0.469910685779748
"57" 357004501 0.782521996209794
"58" 357006701 4.41343444007538
"59" 358007601 0.787051439488469
"60" 359003601 3.33489257752781
"61" 361001601 0.305153309557765
"62" 361005301 0.0966844772614628
"63" 362002701 1.26070380678752
"64" 362004501 1.76233654987782
"65" 363000305 0.126424591647278
"66" 363008301 0.97621583163836
"67" 364002001 0.289815503888259
"68" 364004201 0.0818479892847331
"69" 365007001 0.106759571978968
"70" 368001901 0.638241948154441
"71" 368003602 0.180880161316938
"72" 368004201 2.58923555978476
"73" 402003501 0.130990405578408
"74" 404005901 0.253634319420096
"75" 405003001 1.27280225102318
"76" 405006901 0.0185675900293251
"77" 407005302 0.297027443618281
"78" 408004201 0.0825801989074986
"79" 412004901 0.12428346412394
"80" 412008801 0.0530691239870928
"81" 412011201 0.115348569757981
"82" 414003001 0.786348256969015
"83" 416003101 0.990722865090048
"84" 419002201 1.11844124378484
"85" 421003602 0.0521128850037705
"86" 425001001 0.0847744949367008
"87" 425007801 0.0699212491244424
"88" 425011801 0.134374833241559
"89" 429000901 0.222280698705699
"90" 429008401 0.182693784390903
"91" 431002101 0.560132008595202
"92" 432003601 0.729941185433474
"93" 432007301 2.38072293546854
"94" 440001406 0.139712008714283
"95" 441000906 0.000297879507713406
"96" 442000701 0.214653428245016
"97" 442004603 0.193360381364696
"98" 442006104 0.0393463381705542
"99" 443005504 0.737071571340468
"100" 443006608 0.924739866683908
"101" 443007701 0.271216394457605
"102" 444002801 0.0276422819485771
"103" 445000802 0.0471958551079309
"104" 445010002 0.128231038292409
"105" 446000202 0.0838893516280441
"106" 446006202 0.144174403121093
"107" 447002101 1.15149304015604
