"x"
3.94186606005033e-157
9.19130022635444e-128
9.16467601944654e-111
7.88419866679775e-99
1.13908036316384e-89
2.89203298407645e-82
4.5148251265065e-76
9.15269946529064e-71
3.90260361630129e-66
4.86464918206753e-62
2.24198588994555e-58
4.54366099703096e-55
4.61912759405591e-52
2.6094509077872e-49
8.88410664623172e-47
1.94608998538736e-44
2.89356584439073e-42
3.05262654371738e-40
2.37141565990963e-38
1.39983316274954e-36
6.44944589802875e-35
2.37335741079303e-33
7.11670603769405e-32
1.76946390945e-30
3.7042062163834e-29
6.61761146124795e-28
1.02107580544366e-26
1.37529528751842e-25
1.63251869023083e-24
1.72252726727947e-23
1.62807758051363e-22
1.38810007616999e-21
1.07438142298973e-20
7.59270886774724e-20
4.92522266496974e-19
2.94674511826409e-18
1.63331968959041e-17
8.42135737956199e-17
4.05422312668341e-16
1.82875788058126e-15
7.75397510825021e-15
3.09961571962113e-14
1.17141485149733e-13
4.19618004046375e-13
1.42818189551164e-12
4.62887565156758e-12
1.43167233018915e-11
4.23393039584616e-11
1.19944035037158e-10
3.26063870429546e-10
8.5197176453361e-10
2.14296119156622e-09
5.19636794294409e-09
1.21640037394462e-08
2.75236546873114e-08
6.02726147293836e-08
1.27885583209199e-07
2.63201134924891e-07
5.25982222183988e-07
1.02164783512958e-06
1.93057472110977e-06
3.55234982785786e-06
6.37027793914229e-06
1.11420968176905e-05
1.90229264699877e-05
3.1725622939325e-05
5.17215492539546e-05
8.24810030548426e-05
0.000128746987796852
0.000196828767700536
0.00029489312880916
0.00043322229124838
0.000624399171695433
0.000883374661305837
0.00122736936267239
0.00167556529476717
0.00224855249340303
0.00296751158566084
0.00385313577439787
0.00492432269899903
0.00619669584629913
0.00768104333287739
0.00938178535508932
0.011295596899762
0.0134103165421525
0.015704263539356
0.0181460636102447
0.0206950500312263
0.0233022637589473
0.0259120282501576
0.028464026290826
0.030895762459352
0.033145260384355
0.0351538222740032
0.0368686714361337
0.0382453071831115
0.0392494244819883
0.0398582853796063
0.0400614719313294
0.0398609968091471
0.0392707935801645
0.0383156498327846
0.0370296796628229
0.0354544553319465
0.033636930150208
0.0316272859203348
0.0294768297089254
0.027236048128336
0.0249529050450771
0.0226714431804234
0.0204307238579032
0.0182641143036585
0.0161989100956448
0.0142562627366995
0.012451369506317
0.0107938748414934
0.00928842920829464
0.00793535214350759
0.00673135006431285
0.00567024566992025
0.0047436834044901
0.00394178370551105
0.00325372694384462
0.00266825554327769
0.00217408938288104
0.00176025502232774
0.00141633346978673
0.00113263416284731
0.000900304662737781
0.000711386429446811
0.000558827134824537
0.000436459472489849
0.0003389555176308
0.000261764536370134
0.000201040876648503
0.000153567295213903
0.000116677864819143
8.81835130749689e-05
6.63022987361359e-05
4.95957441543572e-05
3.69119126809332e-05
2.73354362309024e-05
2.01443446026834e-05
1.4773305155325e-05
1.07827290064058e-05
7.83311874235807e-06
5.66400522839753e-06
4.07683230501982e-06
2.92118535379864e-06
2.08381282358263e-06
1.47995107983824e-06
1.04652667485717e-06
7.36872357519761e-07
5.16651262518446e-07
3.60736235746221e-07
2.50837466378382e-07
1.73711381823326e-07
1.19817378413205e-07
8.23169044679586e-08
5.63323052179725e-08
3.84013494472942e-08
2.60781462556329e-08
1.76428455025937e-08
1.18916541479813e-08
7.9857793888986e-09
5.34334314752519e-09
3.5624478134444e-09
2.36669490806614e-09
1.56679674410798e-09
1.03365982784387e-09
6.79602344840639e-10
4.45309234975346e-10
2.90813916850211e-10
1.89291919026713e-10
1.228086146077e-10
7.94184933713885e-11
5.11948669001074e-11
3.28971893907527e-11
2.10733777236936e-11
1.34575997612344e-11
8.56789297370587e-12
5.43836120801038e-12
3.44162890309969e-12
2.17158159922856e-12
1.36621265898326e-12
8.5704611156366e-13
5.36101813686125e-13
3.34395808084758e-13
2.07997386816436e-13
1.290182889635e-13
7.98093289654262e-14
4.92353989718207e-14
3.02924869680304e-14
1.8588233492436e-14
1.1376244018788e-14
6.94430770794597e-15
4.22804694115776e-15
2.5676910323767e-15
1.55542477115755e-15
9.39873782745037e-16
5.66519896791241e-16
3.40640730977275e-16
2.04326300747753e-16
1.22266818666314e-16
7.29894010141305e-17
4.3469824793877e-17
2.58287144853195e-17
1.53113777335358e-17
9.05590697156656e-18
5.34398615431508e-18
3.14647103491159e-18
1.84848705583556e-18
1.08355869213675e-18
6.33783282608463e-19
3.69905056234553e-19
2.15431704756376e-19
1.25200892070587e-19
7.26092845065625e-20
4.20215606398591e-20
2.42692149375335e-20
1.39878491312247e-20
8.04573702181464e-21
4.61857842649441e-21
2.64597790931493e-21
1.51288950469885e-21
8.63334131237186e-22
4.9170974486415e-22
2.79514488586751e-22
1.5858888331479e-22
8.98092921199366e-23
5.07641402099228e-23
2.86409255209632e-23
1.61294011550091e-23
9.06687155806182e-24
5.08758247812327e-24
2.84961973714977e-24
1.59327370685595e-24
8.89259269511403e-25
4.95458592157744e-25
2.75571067096505e-25
1.5300774741942e-25
8.48111509136172e-26
4.69308401564437e-26
2.59260030881234e-26
1.42985049834961e-26
7.87280329055634e-27
4.32770538527716e-27
2.3750963654673e-27
1.30138475183429e-27
7.11929072096901e-28
3.8884795043602e-28
2.1205105769877e-28
1.15457997321833e-28
6.27676526186134e-29
3.40707209035226e-29
1.84656901499927e-29
9.99294980521785e-30
5.39971582662315e-30
2.91341382256435e-30
1.56961268391703e-30
8.44397220409171e-31
4.53596742784098e-31
2.43313779694785e-31
1.30329246065388e-31
6.97108150795847e-32
3.72345565134498e-32
1.98602427350859e-32
1.05783955945464e-32
5.62673463333069e-33
2.98881396076169e-33
1.5854463338297e-33
8.39882953883787e-34
4.44329187727417e-34
2.347545524431e-34
1.23865543068467e-34
6.52707291718578e-35
3.43496246282873e-35
1.80536563762045e-35
9.47658840422861e-36
4.96805637387901e-36
2.60119314646668e-36
1.36023571024018e-36
7.10419843308426e-37
3.70577587271736e-37
1.93067931524949e-37
1.0046430882541e-37
5.22141022994162e-38
2.71045277791426e-38
1.40532738141945e-38
7.27777098731495e-39
3.76450623726257e-39
1.94495663608966e-39
1.00370840907843e-39
5.17373733796134e-40
2.66381319395078e-40
1.36996381662468e-40
7.03758579596578e-41
3.61119451146536e-41
1.85094664618826e-41
9.47667510226483e-42
4.84663546817249e-42
2.47599728002703e-42
1.26353870634353e-42
6.44107897242437e-43
3.27992157911004e-43
1.66842275565234e-43
8.47792505790313e-44
4.30345090353819e-44
2.18218165388646e-44
1.10538774359794e-44
5.59359459581214e-45
2.82763142323894e-45
1.42794975629616e-45
7.20384213150221e-46
3.6306080890373e-46
1.82793708173059e-46
9.19417025249639e-47
4.61993620419382e-47
2.31917884486211e-47
1.16308107694186e-47
5.82727967852636e-48
2.91678535213825e-48
1.45857377696163e-48
7.28685653412047e-49
3.6369929870415e-49
1.81358389934e-49
9.03500248381924e-50
4.49693705309203e-50
2.2361745279656e-50
1.11095729516008e-50
5.51434862180717e-51
2.73463041701679e-51
1.35491792587189e-51
6.70717447609291e-52
3.3172698715883e-52
1.6392262020504e-52
8.09312279989927e-53
3.99222297331364e-53
1.96760130616128e-53
9.68914120958744e-54
4.76717984775615e-54
2.34351659888264e-54
1.15108378640132e-54
5.64911460084607e-55
2.77006845032264e-55
1.35718605061247e-55
6.64399243301433e-56
3.2498386071304e-56
1.5883252133071e-56
7.75646915576072e-57
3.78475461624749e-57
1.84528053107416e-57
8.98959376898738e-58
4.37595343612119e-58
2.1284439698041e-58
1.0344525798415e-58
5.02365377840669e-59
2.43776289087931e-59
1.18202796459389e-59
5.72704289665635e-60
2.77269032418534e-60
1.34135081999327e-60
6.48418344408565e-61
3.13214539385315e-61
1.51183373445802e-61
